make,model,year,mileage_km,engine_cc,fuel_type,transmission,body_type,city,price_pkr
Toyota,Aqua,2004,299267.0,1500,Hybrid,Automatic,Hybrid,Peshawar,625000
MG,ZS,2013,176448.0,1500,Petrol,Automatic,SUV,Hyderabad,1943000
Toyota,Prado,2009,189514.0,2700,Petrol,Automatic,SUV,Karachi,5210000
Suzuki,Baleno,2010,201604.0,1300,CNG,Manual,Hatchback,Sialkot,621000
Hyundai,Tucson,2006,275217.0,2000,Petrol,Automatic,SUV,Islamabad,1700000
Kia,Sportage,2011,208848.0,2000,Diesel,Automatic,SUV,Faisalabad,2392000
Kia,Stonic,2011,200920.0,1400,Petrol,Manual,SUV,Quetta,1271000
Toyota,Premio,2009,253480.0,1800,CNG,Manual,Sedan,Islamabad,738000
Suzuki,Liana,2015,122054.0,1300,Petrol,Automatic,Sedan,Peshawar,1391000
MG,HS,2016,131980.0,1500,Diesel,Manual,SUV,Quetta,4139000
Toyota,Prado,2019,86946.0,2700,Diesel,Automatic,SUV,Quetta,16269000
Hyundai,Santro,2020,83084.0,1000,Petrol,Automatic,Hatchback,Quetta,1897000
Toyota,Yaris,2004,268701.0,1300,CNG,Manual,Sedan,Karachi,749000
Toyota,Premio,2004,274226.0,1800,CNG,Automatic,Sedan,Lahore,419000
Toyota,LandCruiser,2013,146403.0,3300,Diesel,Automatic,SUV,Faisalabad,12595000
Suzuki,Bolan,2005,230106.0,800,CNG,Manual,Van,Islamabad,400000
Hyundai,Tucson,2007,255086.0,2000,Diesel,Automatic,SUV,Sialkot,1668000
Toyota,Prado,2018,67824.0,2700,Petrol,Automatic,SUV,Faisalabad,13715000
Toyota,Prius,2023,23508.0,1800,Hybrid,Automatic,Hybrid,Multan,4567000
Kia,Sportage,2017,110040.0,2000,Diesel,Automatic,SUV,Lahore,4272000
Proton,Saga,2006,298424.0,1300,CNG,Automatic,Sedan,Peshawar,592000
Suzuki,Bolan,2017,105983.0,800,Petrol,Manual,Van,Faisalabad,919000
Chery,Tiggo4,2019,54413.0,1500,Diesel,Automatic,SUV,Hyderabad,3021000
Proton,X70,2021,103718.0,1500,Diesel,Automatic,SUV,Faisalabad,5428000
Honda,City,2018,76768.0,1500,Petrol,Manual,Sedan,Quetta,3136000
Suzuki,Bolan,2011,210222.0,800,Petrol,Manual,Van,Hyderabad,459000
Honda,Vezel,2018,98121.0,1500,Hybrid,Automatic,Hybrid,Rawalpindi,3220000
Nissan,Note,2012,183165.0,1200,CNG,Automatic,Hatchback,Rawalpindi,604000
Changan,Alsvin,2017,95416.0,1400,CNG,Manual,Sedan,Islamabad,1802000
Suzuki,Ravi,2024,29851.0,800,Diesel,Manual,Pickup,Karachi,1856000
Toyota,Yaris,2021,87780.0,1300,Petrol,Manual,Sedan,Karachi,3144000
MG,ZS,2024,55563.0,1500,Petrol,Manual,SUV,Multan,4825000
Suzuki,Alto,2007,229697.0,660,CNG,Manual,Hatchback,Lahore,471000
Toyota,Vitz,2014,144596.0,1000,CNG,Manual,Hatchback,Sialkot,979000
Suzuki,Cultus,2017,109328.0,1000,CNG,Automatic,Hatchback,Quetta,1664000
Toyota,Prado,2008,229858.0,2700,Diesel,Automatic,SUV,Peshawar,4702000
Hyundai,Sonata,2012,186412.0,2000,Petrol,Manual,Sedan,Islamabad,2338000
Changan,Oshan,2008,253886.0,1500,Petrol,Automatic,SUV,Karachi,1286000
Daihatsu,Move,2019,121206.0,660,Petrol,Manual,Hatchback,Multan,1561000
Hyundai,Elantra,2023,41586.0,1600,Petrol,Automatic,Sedan,Faisalabad,5342000
Kia,Picanto,2010,206497.0,1000,CNG,Automatic,Hatchback,Karachi,771000
Honda,Vezel,2007,249911.0,1500,Hybrid,Automatic,Hybrid,Lahore,1066000
Nissan,Dayz,2012,173061.0,660,CNG,Manual,Hatchback,Faisalabad,400000
Honda,City,2015,149692.0,1500,CNG,Manual,Sedan,Faisalabad,1735000
Changan,Alsvin,2013,161949.0,1400,Petrol,Manual,Sedan,Multan,1102000
Changan,Oshan,2023,57681.0,1500,Petrol,Manual,SUV,Sialkot,6224000
Kia,Picanto,2006,267876.0,1000,Petrol,Automatic,Hatchback,Rawalpindi,564000
Suzuki,Baleno,2020,89637.0,1300,Petrol,Automatic,Hatchback,Multan,1595000
Toyota,LandCruiser,2007,263960.0,3300,Diesel,Automatic,SUV,Rawalpindi,8124000
Honda,Accord,2013,,2400,Petrol,Manual,Sedan,Peshawar,971000
Toyota,Prius,2020,84592.0,1800,Hybrid,Automatic,Hybrid,Peshawar,3352000
Hyundai,Santro,2013,180202.0,1000,Petrol,Manual,Hatchback,Hyderabad,840000
Toyota,Premio,2016,133783.0,1800,CNG,Automatic,Sedan,Islamabad,1732000
Daihatsu,Move,2015,127704.0,660,CNG,Manual,Hatchback,Sialkot,1052000
Honda,HRV,2013,176609.0,1500,Diesel,Automatic,SUV,Faisalabad,2218000
Suzuki,WagonR,2010,226287.0,1000,Petrol,Manual,Hatchback,Islamabad,679000
Honda,HRV,2017,75711.0,1500,Diesel,Automatic,SUV,Faisalabad,3546000
Daihatsu,Move,2015,107434.0,660,Petrol,Manual,Hatchback,Islamabad,1113000
Toyota,Premio,2020,18415.0,1800,Petrol,Manual,Sedan,Islamabad,3058000
Daihatsu,Cuore,2019,84700.0,850,Petrol,Automatic,Hatchback,Lahore,1150000
Daihatsu,Cuore,2010,195604.0,850,CNG,Manual,Hatchback,khi,664000
Toyota,Corolla,2024,20313.0,1600,Petrol,Automatic,Sedan,Karachi,6332000
Toyota,Prius,2010,158682.0,1800,Hybrid,Automatic,Hybrid,Lahore,1398000
Suzuki,Mehran,2023,38419.0,800,CNG,Manual,Hatchback,Rawalpindi,1718000
Proton,Saga,2020,93604.0,1300,CNG,Manual,Sedan,Lahore,2126000
Toyota,Prado,2012,218956.0,2700,Petrol,Automatic,SUV,Hyderabad,6279000
Suzuki,Cultus,2006,252920.0,1000,Petrol,Automatic,Hatchback,Hyderabad,645000
Hyundai,Santro,2007,239090.0,1000,CNG,Manual,Hatchback,Islamabad,555000
Honda,Accord,2017,89656.0,2400,CNG,Automatic,Sedan,Quetta,2059000
Honda,Vezel,2019,92542.0,1500,Hybrid,Automatic,Hybrid,Rawalpindi,3179000
Suzuki,Mehran,2010,216121.0,800,CNG,Manual,Hatchback,Lahore,400000
Suzuki,Baleno,2005,304938.0,1300,CNG,Manual,Hatchback,khi,400000
Toyota,Prado,2009,236677.0,2700,Petrol,Automatic,SUV,Peshawar,4903000
Toyota,Prius,2006,248543.0,1800,Hybrid,Automatic,Hybrid,Rawalpindi,964000
Kia,Sorento,2015,162563.0,2500,Petrol,Automatic,SUV,Faisalabad,4298000
Suzuki,Jimny,2012,172159.0,1500,Petrol,Automatic,SUV,Karachi,1708000
Suzuki,Margalla,2021,74835.0,1300,CNG,Automatic,Sedan,Hyderabad,2394000
Chery,Tiggo8,2020,79644.0,1600,Diesel,Automatic,SUV,Quetta,5546000
Honda,Civic,2010,177692.0,1500,Petrol,Automatic,Sedan,Rawalpindi,1807000
Changan,Alsvin,2007,253830.0,1400,Petrol,Automatic,Sedan,Peshawar,698000
Kia,Picanto,2024,3000.0,1000,Petrol,Automatic,Hatchback,Lahore,3419000
Honda,City,2015,143212.0,1500,CNG,Automatic,Sedan,Islamabad,1877000
Suzuki,Cultus,2011,192294.0,1000,CNG,Automatic,Hatchback,Sialkot,944000
Hyundai,Sonata,2007,245716.0,2000,CNG,Manual,Sedan,Sialkot,1758000
Hyundai,Tucson,2018,128116.0,2000,Diesel,Automatic,SUV,Rawalpindi,4738000
Suzuki,WagonR,2014,,1000,CNG,Automatic,Hatchback,Rawalpindi,1029000
Toyota,Vitz,2014,231594.0,1000,Petrol,Automatic,Hatchback,Peshawar,976000
Suzuki,Baleno,2006,247618.0,1300,Petrol,Manual,Hatchback,Islamabad,478000
Honda,Civic,2018,90944.0,1500,CNG,Automatic,Sedan,Lahore,4313000
Chery,Tiggo4,2014,136029.0,1500,Petrol,Manual,SUV,Sialkot,1550000
Suzuki,Mehran,2008,226095.0,800,CNG,Manual,Hatchback,Quetta,400000
Suzuki,WagonR,2023,33133.0,1000,Petrol,Manual,Hatchback,Multan,2359000
Suzuki,Alto,2023,52200.0,660,Petrol,Manual,Hatchback,Lahore,2086000
Daihatsu,Cuore,2023,14975.0,850,Petrol,Manual,Hatchback,Hyderabad,1517000
Honda,City,2011,209777.0,1500,CNG,Manual,Sedan,Karachi,1122000
Chery,Tiggo4,2022,34189.0,1500,Petrol,Automatic,SUV,Hyderabad,3220000
Honda,Accord,2017,112469.0,2400,Petrol,Automatic,Sedan,Peshawar,1615000
Daihatsu,Move,2012,171758.0,660,Petrol,Manual,Hatchback,Peshawar,658000
MG,ZS,2015,109239.0,1500,Diesel,Manual,SUV,Hyderabad,2547000
Chery,Tiggo8,2019,95109.0,1600,Petrol,Automatic,SUV,Multan,5200000
Honda,Vezel,2024,3119.0,1500,Hybrid,Automatic,Hybrid,Rawalpindi,5988000
Toyota,Passo,2013,214281.0,1000,Petrol,Automatic,Hatchback,Peshawar,829000
Kia,Sportage,2007,173735.0,2000,Diesel,Automatic,SUV,Lahore,1320000
Suzuki,Jimny,2023,55935.0,1500,Petrol,Automatic,SUV,Rawalpindi,5350000
Honda,BRV,2016,117526.0,1500,Diesel,Manual,SUV,Multan,2994000
Hyundai,Tucson,2015,182035.0,2000,Petrol,Automatic,SUV,Quetta,2841000
Hyundai,Santro,2021,62369.0,1000,CNG,Automatic,Hatchback,Quetta,2030000
Honda,HRV,2004,269290.0,1500,Petrol,Automatic,SUV,Quetta,1155000
Chery,Tiggo8,2013,158917.0,1600,Diesel,Manual,SUV,Sialkot,2652000
Suzuki,Mehran,2007,246091.0,800,Petrol,Manual,Hatchback,Karachi,440000
Suzuki,Bolan,2018,97128.0,800,CNG,Manual,Van,Sialkot,990000
Honda,Vezel,2012,159207.0,1500,Hybrid,Automatic,Hybrid,Lahore,1749000
Toyota,Premio,2014,,1800,Petrol,Automatic,Sedan,Karachi,1135000
Toyota,Corolla,2019,116201.0,1600,CNG,Automatic,Sedan,Hyderabad,3161000
Suzuki,Cultus,2004,281488.0,1000,CNG,Automatic,Hatchback,Rawalpindi,537000
Kia,Picanto,2013,234662.0,1000,Petrol,Automatic,Hatchback,Quetta,1060000
Hyundai,Sonata,2016,100060.0,2000,CNG,Automatic,Sedan,Lahore,4847000
Kia,Sportage,2017,129829.0,2000,Diesel,Automatic,SUV,Multan,4665000
Honda,City,2014,169308.0,1500,CNG,Automatic,Sedan,Sialkot,1631000
Suzuki,Khyber,2019,92638.0,1000,Petrol,Manual,Hatchback,Rawalpindi,1146000
Honda,City,2007,241653.0,1500,CNG,Automatic,Sedan,Multan,922000
Suzuki,WagonR,2016,53809.0,1000,Petrol,Automatic,Hatchback,Faisalabad,1552000
Suzuki,Liana,2021,98394.0,1300,Petrol,Automatic,Sedan,Peshawar,2351000
Hyundai,Sonata,2011,242021.0,2000,CNG,Automatic,Sedan,Sialkot,2284000
Honda,BRV,2023,57041.0,1500,Diesel,Automatic,SUV,Sialkot,5674000
Toyota,Yaris,2008,254227.0,1300,CNG,Automatic,Sedan,Quetta,860000
Toyota,Passo,2019,113706.0,1000,CNG,Manual,Hatchback,Islamabad,1563000
Daihatsu,Mira,2014,139692.0,660,Petrol,Manual,Hatchback,Peshawar,944000
Honda,HRV,2005,255543.0,1500,Petrol,Automatic,SUV,Multan,1023000
Hyundai,Elantra,2014,154345.0,1600,Petrol,Manual,Sedan,Peshawar,2320000
Suzuki,Liana,2016,71392.0,1300,Petrol,Manual,Sedan,Hyderabad,1415000
Hyundai,Santro,2013,165611.0,1000,Petrol,Manual,Hatchback,Karachi,885000
Toyota,LandCruiser,2004,269425.0,3300,Petrol,Automatic,SUV,Sialkot,6352000
Chery,Tiggo4,2013,174041.0,1500,Diesel,Manual,SUV,Quetta,1361000
Proton,Saga,2006,273587.0,1300,Petrol,Manual,Sedan,Rawalpindi,655000
Suzuki,Jimny,2019,125902.0,1500,Diesel,Manual,SUV,Faisalabad,3758000
Toyota,Yaris,2017,90879.0,1300,Petrol,Automatic,Sedan,Lahore,2497000
Daihatsu,Move,2012,203812.0,660,Petrol,Manual,Hatchback,Islamabad,742000
Changan,Alsvin,2017,99469.0,1400,CNG,Manual,Sedan,Karachi,1929000
Suzuki,Cultus,2016,94662.0,1000,Petrol,Manual,Hatchback,Karachi,1638000
MG,HS,2023,63526.0,1500,Petrol,Automatic,SUV,Peshawar,7745000
Suzuki,Vitara,2024,12542.0,1600,Diesel,Manual,SUV,Faisalabad,5669000
MG,HS,2010,206676.0,1500,Diesel,Automatic,SUV,Lahore,1949000
Changan,Alsvin,2013,183970.0,1400,Petrol,Automatic,Sedan,Islamabad,1168000
Chery,Tiggo8,2023,3000.0,1600,Petrol,Manual,SUV,Faisalabad,6601000
Toyota,Prius,2012,182330.0,1800,Hybrid,Automatic,Hybrid,Sialkot,1356000
Hyundai,Elantra,2010,178241.0,1600,Petrol,Automatic,Sedan,Sialkot,1684000
Toyota,Yaris,2015,206017.0,1300,CNG,Automatic,Sedan,Rawalpindi,1777000
Suzuki,Liana,2015,133889.0,1300,CNG,Automatic,Sedan,Quetta,1177000
Toyota,Prius,2019,76788.0,1800,Hybrid,Automatic,Hybrid,Multan,3258000
Toyota,Aqua,2013,143940.0,1500,Hybrid,Automatic,Hybrid,Karachi,1184000
Honda,Vezel,2006,287764.0,1500,Hybrid,Automatic,Hybrid,Sialkot,948000
MG,HS,2017,86243.0,1500,Petrol,Manual,SUV,Multan,4339000
Honda,Civic,2008,236237.0,1500,CNG,Manual,Sedan,Rawalpindi,1410000
Toyota,LandCruiser,2016,116624.0,3300,Petrol,Automatic,SUV,Multan,20357000
Suzuki,Vitara,2010,189232.0,1600,Diesel,Manual,SUV,Karachi,1500000
Suzuki,Khyber,2020,90709.0,1000,Petrol,Manual,Hatchback,Lahore,1207000
Suzuki,WagonR,2020,,1000,CNG,Manual,Hatchback,Karachi,2190000
Hyundai,Santro,2008,239090.0,1000,CNG,Manual,Hatchback,Rawalpindi,569000
Nissan,Dayz,2024,23170.0,660,Petrol,Manual,Hatchback,Multan,1868000
Honda,BRV,2020,86262.0,1500,Petrol,Manual,SUV,Islamabad,3839000
Kia,Stonic,2008,,1400,Diesel,Automatic,SUV,Karachi,1288000
Toyota,Yaris,2009,229496.0,1300,CNG,Automatic,Sedan,Sialkot,1099000
Toyota,Passo,2024,18457.0,1000,CNG,Automatic,Hatchback,Faisalabad,2722000
Chery,Tiggo8,2009,,1600,Diesel,Automatic,SUV,Peshawar,1811000
Daihatsu,Move,2014,148998.0,660,Petrol,Manual,Hatchback,Peshawar,882000
Toyota,Prado,2008,232316.0,2700,Petrol,Automatic,SUV,Sialkot,5317000
Daihatsu,Mira,2023,60114.0,660,Petrol,Manual,Hatchback,Hyderabad,2027000
Nissan,Note,2016,144118.0,1200,CNG,Automatic,Hatchback,Hyderabad,838000
Toyota,LandCruiser,2021,71455.0,3300,Petrol,Automatic,SUV,Quetta,29108000
Honda,City,2005,297776.0,1500,CNG,Manual,Sedan,Peshawar,800000
Suzuki,Vitara,2022,70738.0,1600,Diesel,Automatic,SUV,Karachi,5314000
Chery,Tiggo8,2014,156789.0,1600,Diesel,Automatic,SUV,Quetta,2681000
Honda,BRV,2022,50130.0,1500,Diesel,Manual,SUV,Lahore,5168000
Hyundai,Tucson,2024,3000.0,2000,Petrol,Automatic,SUV,Quetta,8981000
MG,ZS,2005,296108.0,1500,Petrol,Manual,SUV,Quetta,914000
Toyota,Hilux,2019,108958.0,2800,Diesel,Automatic,Pickup,Faisalabad,5807000
Honda,HRV,2022,42857.0,1500,Diesel,Automatic,SUV,Sialkot,6027000
Suzuki,Khyber,2004,281535.0,1000,Petrol,Automatic,Hatchback,Karachi,400000
Toyota,Aqua,2015,116439.0,1500,Hybrid,Automatic,Hybrid,Sialkot,1938000
Honda,Vezel,2008,211925.0,1500,Hybrid,Automatic,Hybrid,Karachi,1166000
Toyota,Fortuner,2014,160829.0,2800,Petrol,Automatic,SUV,Quetta,5176000
Toyota,Aqua,2009,233222.0,1500,Hybrid,Automatic,Hybrid,Lahore,868000
Toyota,Vitz,2009,211585.0,1000,CNG,Manual,Hatchback,khi,616000
Daihatsu,Move,2017,99153.0,660,Petrol,Manual,Hatchback,Hyderabad,1413000
Toyota,Fortuner,2012,182133.0,2800,Diesel,Automatic,SUV,Islamabad,5223000
Suzuki,Jimny,2017,105936.0,1500,Petrol,Automatic,SUV,Hyderabad,2725000
Suzuki,Alto,2012,252230.0,660,CNG,Manual,Hatchback,Hyderabad,725000
Suzuki,Khyber,2005,292102.0,1000,Petrol,Automatic,Hatchback,Quetta,431000
Suzuki,Liana,2023,29615.0,1300,CNG,Manual,Sedan,Multan,2878000
Honda,BRV,2021,37483.0,1500,Petrol,Manual,SUV,Sialkot,4603000
Toyota,Prius,2021,86858.0,1800,Hybrid,Automatic,Hybrid,Karachi,3847000
Suzuki,Vitara,2014,136984.0,1600,Diesel,Automatic,SUV,Peshawar,2687000
Toyota,Yaris,2016,112638.0,1300,CNG,Automatic,Sedan,Karachi,2009000
Toyota,Aqua,2006,301697.0,1500,Hybrid,Automatic,Hybrid,Karachi,771000
Honda,Vezel,2009,200098.0,1500,Hybrid,Automatic,Hybrid,Sialkot,1291000
Toyota,Yaris,2016,133378.0,1300,CNG,Manual,Sedan,Sialkot,1851000
Suzuki,Margalla,2017,106471.0,1300,CNG,Automatic,Sedan,Hyderabad,1394000
Kia,Sportage,2023,40702.0,2000,Petrol,Automatic,SUV,Lahore,7653000
Toyota,Yaris,2022,39581.0,1300,Petrol,Automatic,Sedan,Peshawar,3795000
Nissan,Note,2007,260793.0,1200,CNG,Automatic,Hatchback,Hyderabad,400000
Toyota,Corolla,2010,184447.0,1600,CNG,Manual,Sedan,Quetta,1531000
Toyota,Vitz,2022,7922.0,1000,Petrol,Automatic,Hatchback,Hyderabad,2565000
Proton,X70,2015,81031.0,1500,Petrol,Manual,SUV,Lahore,3191000
Toyota,Passo,2012,170106.0,1000,CNG,Manual,Hatchback,Islamabad,660000
Honda,Accord,2022,53105.0,2400,CNG,Manual,Sedan,Faisalabad,2316000
Changan,Oshan,2016,150884.0,1500,Diesel,Automatic,SUV,Rawalpindi,3214000
Toyota,Prius,2010,143881.0,1800,Hybrid,Automatic,Hybrid,Multan,1498000
Suzuki,Khyber,2006,281920.0,1000,Petrol,Automatic,Hatchback,Multan,400000
Daihatsu,Mira,2007,272387.0,660,Petrol,Manual,Hatchback,Lahore,506000
Suzuki,Vitara,2007,264366.0,1600,Petrol,Automatic,SUV,Lahore,1333000
Toyota,Premio,2023,50841.0,1800,CNG,Manual,Sedan,Faisalabad,2733000
Chery,Tiggo4,2007,271995.0,1500,Petrol,Automatic,SUV,Multan,949000
Kia,Sorento,2018,103022.0,2500,Diesel,Automatic,SUV,Karachi,5965000
Toyota,Premio,2018,111182.0,1800,CNG,Automatic,Sedan,Hyderabad,1717000
Honda,HRV,2015,144946.0,1500,Diesel,Automatic,SUV,Sialkot,2918000
Suzuki,Mehran,2021,42198.0,800,Petrol,Manual,Hatchback,Rawalpindi,1727000
Changan,Alsvin,2010,229785.0,1400,Petrol,Automatic,Sedan,Peshawar,902000
Suzuki,Khyber,2009,256738.0,1000,CNG,Automatic,Hatchback,Sialkot,400000
MG,HS,2013,165480.0,1500,Diesel,Manual,SUV,Rawalpindi,2569000
Toyota,Passo,2024,3000.0,1000,Petrol,Manual,Hatchback,Quetta,2766000
Changan,Alsvin,2019,50451.0,1400,Petrol,Manual,Sedan,Sialkot,2373000
Proton,Saga,2017,117412.0,1300,Petrol,Manual,Sedan,Hyderabad,1597000
Daihatsu,Cuore,2013,154370.0,850,CNG,Manual,Hatchback,Rawalpindi,400000
Kia,Sorento,2015,152830.0,2500,Diesel,Automatic,SUV,Multan,4748000
Toyota,LandCruiser,2007,265927.0,3300,Diesel,Automatic,SUV,Islamabad,8645000
Suzuki,Bolan,2007,256542.0,800,CNG,Manual,Van,Sialkot,400000
Kia,Picanto,2009,232484.0,1000,Petrol,Automatic,Hatchback,Karachi,720000
Toyota,Prado,2015,162083.0,2700,Petrol,Automatic,SUV,Faisalabad,7950000
Honda,Vezel,2004,280651.0,1500,Hybrid,Automatic,Hybrid,Sialkot,824000
Kia,Stonic,2017,90196.0,1400,Petrol,Manual,SUV,Quetta,2917000
Toyota,Fortuner,2008,286672.0,2800,Diesel,Automatic,SUV,Sialkot,3493000
Suzuki,Liana,2004,263136.0,1300,Petrol,Manual,Sedan,Faisalabad,717000
Proton,X70,2011,213820.0,1500,Diesel,Manual,SUV,Multan,2036000
Suzuki,Jimny,2009,236066.0,1500,Petrol,Automatic,SUV,Sialkot,1406000
Nissan,Dayz,2006,247883.0,660,Petrol,Manual,Hatchback,Karachi,466000
Toyota,Fortuner,2024,44401.0,2800,Diesel,Automatic,SUV,Hyderabad,14497000
Daihatsu,Move,2011,180582.0,660,CNG,Manual,Hatchback,Rawalpindi,773000
Daihatsu,Mira,2004,313749.0,660,Petrol,Manual,Hatchback,Quetta,400000
Honda,Vezel,2008,207902.0,1500,Hybrid,Automatic,Hybrid,Faisalabad,1110000
Hyundai,Sonata,2009,253610.0,2000,CNG,Automatic,Sedan,Peshawar,2091000
Nissan,Dayz,2019,117982.0,660,Petrol,Manual,Hatchback,Quetta,1143000
Suzuki,Swift,2006,225014.0,1200,CNG,Manual,Hatchback,Rawalpindi,730000
Toyota,Yaris,2014,148738.0,1300,CNG,Automatic,Sedan,Lahore,1822000
Suzuki,Margalla,2015,194218.0,1300,CNG,Automatic,Sedan,Faisalabad,1019000
Toyota,Prius,2009,197791.0,1800,Hybrid,Automatic,Hybrid,Karachi,1097000
Suzuki,Khyber,2010,191890.0,1000,Petrol,Manual,Hatchback,Hyderabad,404000
Suzuki,Margalla,2023,51631.0,1300,CNG,Manual,Sedan,Peshawar,2676000
Kia,Sportage,2012,178455.0,2000,Diesel,Automatic,SUV,Quetta,2619000
Changan,Oshan,2010,159579.0,1500,Petrol,Manual,SUV,Faisalabad,1788000
Chery,Tiggo8,2006,279003.0,1600,Diesel,Automatic,SUV,Peshawar,1567000
Suzuki,WagonR,2013,149838.0,1000,Petrol,Manual,Hatchback,Peshawar,1009000
Suzuki,Cultus,2015,140271.0,1000,Petrol,Manual,Hatchback,Rawalpindi,1346000
Chery,Tiggo4,2009,162659.0,1500,Petrol,Automatic,SUV,Islamabad,1041000
Hyundai,Elantra,2005,257178.0,1600,CNG,Manual,Sedan,Sialkot,1080000
Honda,Civic,2013,183718.0,1500,Petrol,Manual,Sedan,Karachi,2380000
Toyota,Passo,2007,228240.0,1000,Petrol,Manual,Hatchback,Rawalpindi,513000
Nissan,Dayz,2023,83525.0,660,Petrol,Manual,Hatchback,Lahore,1636000
Daihatsu,Move,2013,205800.0,660,CNG,Manual,Hatchback,Peshawar,833000
Toyota,Hilux,2016,93318.0,2800,Diesel,Automatic,Pickup,Multan,4765000
Toyota,LandCruiser,2011,206208.0,3300,Petrol,Automatic,SUV,Lahore,12592000
Suzuki,Swift,2004,269471.0,1200,Petrol,Automatic,Hatchback,Islamabad,661000
MG,HS,2019,95559.0,1500,Petrol,Manual,SUV,Lahore,4404000
Toyota,LandCruiser,2024,10204.0,3300,Petrol,Automatic,SUV,Karachi,44685000
Toyota,Fortuner,2005,298602.0,2800,Diesel,Automatic,SUV,Peshawar,2844000
Honda,HRV,2010,232847.0,1500,Diesel,Manual,SUV,Sialkot,1739000
Hyundai,Sonata,2009,241618.0,2000,Petrol,Automatic,Sedan,Lahore,2381000
Honda,Civic,2006,258681.0,1500,Petrol,Manual,Sedan,Karachi,1196000
Honda,Civic,2015,148737.0,1500,Petrol,Automatic,Sedan,Rawalpindi,2983000
Honda,HRV,2022,90002.0,1500,Diesel,Automatic,SUV,Rawalpindi,5608000
Suzuki,Swift,2020,52000.0,1200,CNG,Manual,Hatchback,Faisalabad,2403000
Daihatsu,Move,2023,9594.0,660,CNG,Manual,Hatchback,Lahore,2486000
Suzuki,WagonR,2023,33133.0,1000,Petrol,Manual,Hatchback,Multan,2359000
Hyundai,Sonata,2006,293224.0,2000,Petrol,Automatic,Sedan,Rawalpindi,1862000
Toyota,Premio,2020,71873.0,1800,CNG,Manual,Sedan,Rawalpindi,2284000
Toyota,LandCruiser,2021,27623.0,3300,Petrol,Automatic,SUV,Faisalabad,34981000
Suzuki,Bolan,2019,83664.0,800,Petrol,Manual,Van,Quetta,1120000
Toyota,LandCruiser,2012,179698.0,3300,Diesel,Automatic,SUV,Peshawar,11547000
Nissan,Note,2011,161914.0,1200,CNG,Manual,Hatchback,Rawalpindi,491000
Toyota,Prius,2009,180544.0,1800,Hybrid,Automatic,Hybrid,Karachi,1411000
Daihatsu,Cuore,2010,237002.0,850,Petrol,Automatic,Hatchback,Quetta,400000
Nissan,Note,2011,194245.0,1200,CNG,Automatic,Hatchback,Hyderabad,400000
Hyundai,Sonata,2006,269608.0,2000,Petrol,Automatic,Sedan,Sialkot,1669000
Changan,Alsvin,2023,22773.0,1400,Petrol,Manual,Sedan,Peshawar,3461000
Suzuki,Khyber,2004,267254.0,1000,CNG,Manual,Hatchback,Hyderabad,400000
Chery,Tiggo8,2016,146189.0,1600,Diesel,Manual,SUV,Karachi,2834000
Hyundai,Elantra,2022,67770.0,1600,Petrol,Automatic,Sedan,Hyderabad,5517000
MG,HS,2023,40304.0,1500,Diesel,Manual,SUV,Peshawar,7203000
Suzuki,Vitara,2010,253532.0,1600,Diesel,Automatic,SUV,Sialkot,1429000
Suzuki,Swift,2018,114007.0,1200,CNG,Manual,Hatchback,Hyderabad,2057000
Suzuki,WagonR,2024,3000.0,1000,Petrol,Manual,Hatchback,Peshawar,3033000
Suzuki,Margalla,2007,198685.0,1300,Petrol,Manual,Sedan,Faisalabad,535000
Honda,BRV,2006,237711.0,1500,Diesel,Manual,SUV,Peshawar,1195000
Hyundai,Santro,2020,79275.0,1000,Petrol,Automatic,Hatchback,Hyderabad,1984000
Chery,Tiggo8,2008,193795.0,1600,Petrol,Manual,SUV,Hyderabad,1722000
Nissan,Note,2018,95159.0,1200,Petrol,Manual,Hatchback,Faisalabad,1191000
Honda,Vezel,2023,65825.0,1500,Hybrid,Automatic,Hybrid,Peshawar,4093000
Suzuki,Bolan,2023,23409.0,800,Petrol,Manual,Van,Sialkot,1616000
MG,HS,2019,100449.0,1500,Petrol,Manual,SUV,Peshawar,4670000
Nissan,Note,2010,214380.0,1200,CNG,Manual,Hatchback,Lahore,400000
Suzuki,Vitara,2020,61443.0,1600,Petrol,Automatic,SUV,Sialkot,4314000
Toyota,Hilux,2022,59813.0,2800,Diesel,Automatic,Pickup,Rawalpindi,8056000
Suzuki,Swift,2015,162833.0,1200,Petrol,Manual,Hatchback,Peshawar,1544000
Toyota,LandCruiser,2018,143818.0,3300,Diesel,Automatic,SUV,Peshawar,22694000
MG,ZS,2006,,1500,Petrol,Manual,SUV,Multan,1037000
Proton,X70,2021,58983.0,1500,Diesel,Manual,SUV,Quetta,5076000
Daihatsu,Mira,2020,86793.0,660,CNG,Manual,Hatchback,Rawalpindi,1604000
Hyundai,Tucson,2016,113331.0,2000,Diesel,Automatic,SUV,Islamabad,3805000
Suzuki,Ravi,2018,154785.0,800,Petrol,Manual,Pickup,Sialkot,828000
Hyundai,Tucson,2014,165381.0,2000,Diesel,Automatic,SUV,Peshawar,3042000
Suzuki,Bolan,2007,212075.0,800,Petrol,Manual,Van,Islamabad,400000
Proton,Saga,2006,298424.0,1300,CNG,Automatic,Sedan,Peshawar,592000
Suzuki,Baleno,2018,106522.0,1300,CNG,Manual,Hatchback,Hyderabad,1264000
